pos	alt	dep	per_donor_median	n_donors	median_depth	surrogate	fixed_difference	min_detectable_af	chemistry
88	30	11970	0.0031746031746031746	19	630.0	0.002506265664160401	False	0.023385047912597656	polya
89	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
90	18	11970	0.0	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
91	6	11970	0.0	19	630.0	0.0005012531328320802	False	0.014370918273925781	polya
92	8	11970	0.0	19	630.0	0.0006683375104427736	False	0.014370918273925781	polya
93	18	11970	0.0015873015873015873	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
94	6	11970	0.0	19	630.0	0.0005012531328320802	False	0.014370918273925781	polya
95	20	11970	0.0	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
96	7	11970	0.0	19	630.0	0.0005847953216374269	False	0.014370918273925781	polya
97	11	11970	0.0	19	630.0	0.0009189640768588137	False	0.016201019287109375	polya
98	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
99	11	11970	0.0	19	630.0	0.0009189640768588137	False	0.016201019287109375	polya
100	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
101	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
102	23	11970	0.0015873015873015873	19	630.0	0.0019214703425229742	False	0.01981639862060547	polya
103	19	11970	0.0015873015873015873	19	630.0	0.0015873015873015873	False	0.01981639862060547	polya
104	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
105	16	11970	0.0015873015873015873	19	630.0	0.0013366750208855473	False	0.018014907836914062	polya
106	15	11970	0.0015873015873015873	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
107	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
108	1243	11970	0.0015873015873015873	19	630.0	0.10384294068504595	False	0.18040180206298828	polya
109	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
110	8	11970	0.0	19	630.0	0.0006683375104427736	False	0.014370918273925781	polya
111	17	11970	0.0015873015873015873	19	630.0	0.0014202172096908939	False	0.018014907836914062	polya
112	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
113	26	11970	0.0015873015873015873	19	630.0	0.002172096908939014	False	0.021605491638183594	polya
114	20	11970	0.0	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
115	17	11970	0.0015873015873015873	19	630.0	0.0014202172096908939	False	0.018014907836914062	polya
116	34	11970	0.0015873015873015873	19	630.0	0.0028404344193817877	False	0.023385047912597656	polya
117	14	11970	0.0015873015873015873	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
118	6	11970	0.0	19	630.0	0.0005012531328320802	False	0.014370918273925781	polya
119	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
120	16	11970	0.0015873015873015873	19	630.0	0.0013366750208855473	False	0.018014907836914062	polya
121	25	11970	0.0015873015873015873	19	630.0	0.0020885547201336674	False	0.021605491638183594	polya
122	12	11970	0.0	19	630.0	0.0010025062656641604	False	0.016201019287109375	polya
123	14	11970	0.0015873015873015873	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
124	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
125	21	11970	0.0015873015873015873	19	630.0	0.0017543859649122807	False	0.01981639862060547	polya
126	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
127	5	11970	0.0	19	630.0	0.0004177109440267335	False	0.012520790100097656	polya
128	23	11970	0.0015873015873015873	19	630.0	0.0019214703425229742	False	0.01981639862060547	polya
129	7	11970	0.0	19	630.0	0.0005847953216374269	False	0.014370918273925781	polya
130	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
131	12	11970	0.0	19	630.0	0.0010025062656641604	False	0.016201019287109375	polya
132	16	11970	0.0	19	630.0	0.0013366750208855473	False	0.018014907836914062	polya
133	26	11970	0.0015873015873015873	19	630.0	0.002172096908939014	False	0.021605491638183594	polya
134	24	11970	0.0015873015873015873	19	630.0	0.0020050125313283208	False	0.021605491638183594	polya
135	4	11970	0.0	19	630.0	0.0003341687552213868	False	0.012520790100097656	polya
136	19	11970	0.0015873015873015873	19	630.0	0.0015873015873015873	False	0.01981639862060547	polya
137	5	11970	0.0	19	630.0	0.0004177109440267335	False	0.012520790100097656	polya
138	45	11970	0.0031746031746031746	19	630.0	0.0037593984962406013	False	0.02691936492919922	polya
139	14	11970	0.0	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
140	7	11970	0.0	19	630.0	0.0005847953216374269	False	0.014370918273925781	polya
141	11	11970	0.0	19	630.0	0.0009189640768588137	False	0.016201019287109375	polya
142	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
143	14	11970	0.0	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
144	33	11970	0.0015873015873015873	19	630.0	0.002756892230576441	False	0.023385047912597656	polya
145	19	11970	0.0015873015873015873	19	630.0	0.0015873015873015873	False	0.01981639862060547	polya
146	23	11970	0.0015873015873015873	19	630.0	0.0019214703425229742	False	0.01981639862060547	polya
147	28	11970	0.0015873015873015873	19	630.0	0.0023391812865497076	False	0.021605491638183594	polya
148	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
149	14	11970	0.0	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
150	1295	11970	0.004761904761904762	19	630.0	0.10818713450292397	False	0.18692874908447266	polya
151	31	11970	0.0031746031746031746	19	630.0	0.002589807852965748	False	0.023385047912597656	polya
152	1913	11970	0.0031746031746031746	19	630.0	0.15981620718462825	False	0.2502775192260742	polya
153	15	11970	0.0015873015873015873	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
154	8	11970	0.0	19	630.0	0.0006683375104427736	False	0.014370918273925781	polya
155	25	11970	0.0015873015873015873	19	630.0	0.0020885547201336674	False	0.021605491638183594	polya
156	18	11970	0.0015873015873015873	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
157	10	11970	0.0015873015873015873	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
158	6	11970	0.0	19	630.0	0.0005012531328320802	False	0.014370918273925781	polya
159	1	11970	0.0	19	630.0	8.35421888053467e-05	False	0.008736610412597656	polya
160	20	11970	0.0	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
161	7	11970	0.0	19	630.0	0.0005847953216374269	False	0.014370918273925781	polya
162	13	11970	0.0	19	630.0	0.001086048454469507	False	0.018014907836914062	polya
163	37	11970	0.0031746031746031746	19	630.0	0.003091060985797828	False	0.025156021118164062	polya
164	20	11970	0.0015873015873015873	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
165	25	11970	0.0015873015873015873	19	630.0	0.0020885547201336674	False	0.021605491638183594	polya
166	26	11970	0.0015873015873015873	19	630.0	0.002172096908939014	False	0.021605491638183594	polya
167	21	11970	0.0015873015873015873	19	630.0	0.0017543859649122807	False	0.01981639862060547	polya
168	23	11970	0.0015873015873015873	19	630.0	0.0019214703425229742	False	0.01981639862060547	polya
169	19	11970	0.0015873015873015873	19	630.0	0.0015873015873015873	False	0.01981639862060547	polya
170	35	11970	0.0031746031746031746	19	630.0	0.0029239766081871343	False	0.023385047912597656	polya
171	36	11970	0.0031746031746031746	19	630.0	0.0030075187969924814	False	0.025156021118164062	polya
172	17	11970	0.0015873015873015873	19	630.0	0.0014202172096908939	False	0.018014907836914062	polya
173	17	11970	0.0015873015873015873	19	630.0	0.0014202172096908939	False	0.018014907836914062	polya
174	35	11970	0.0031746031746031746	19	630.0	0.0029239766081871343	False	0.023385047912597656	polya
175	22	11970	0.0015873015873015873	19	630.0	0.0018379281537176273	False	0.01981639862060547	polya
176	6	11970	0.0	19	630.0	0.0005012531328320802	False	0.014370918273925781	polya
177	5	11970	0.0	19	630.0	0.0004177109440267335	False	0.012520790100097656	polya
178	8	11970	0.0	19	630.0	0.0006683375104427736	False	0.014370918273925781	polya
179	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
180	14	11970	0.0015873015873015873	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
181	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
182	20	11970	0.0015873015873015873	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
183	27	11970	0.0015873015873015873	19	630.0	0.002255639097744361	False	0.021605491638183594	polya
184	20	11970	0.0015873015873015873	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
185	1187	11970	0.0015873015873015873	19	630.0	0.09916457811194654	False	0.17550277709960938	polya
186	44	11970	0.0031746031746031746	19	630.0	0.0036758563074352547	False	0.02691936492919922	polya
187	28	11970	0.0015873015873015873	19	630.0	0.0023391812865497076	False	0.021605491638183594	polya
188	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
189	300	11970	0.026984126984126985	19	630.0	0.02506265664160401	False	0.06971168518066406	polya
190	17	11970	0.0015873015873015873	19	630.0	0.0014202172096908939	False	0.018014907836914062	polya
191	4	11970	0.0	19	630.0	0.0003341687552213868	False	0.012520790100097656	polya
192	18	11970	0.0	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
193	17	11970	0.0	19	630.0	0.0014202172096908939	False	0.018014907836914062	polya
194	21	11970	0.0015873015873015873	19	630.0	0.0017543859649122807	False	0.01981639862060547	polya
195	2526	11970	0.0015873015873015873	19	630.0	0.21102756892230576	False	0.3099822998046875	polya
196	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
197	28	11970	0.0015873015873015873	19	630.0	0.0023391812865497076	False	0.021605491638183594	polya
198	46	11970	0.0031746031746031746	19	630.0	0.0038429406850459483	False	0.02691936492919922	polya
199	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
200	31	11970	0.0015873015873015873	19	630.0	0.002589807852965748	False	0.023385047912597656	polya
201	69	11970	0.004761904761904762	19	630.0	0.0057644110275689225	False	0.03217124938964844	polya
202	57	11970	0.004761904761904762	19	630.0	0.004761904761904762	False	0.02867603302001953	polya
203	49	11970	0.004761904761904762	19	630.0	0.004093567251461989	False	0.02691936492919922	polya
204	25	11970	0.0015873015873015873	19	630.0	0.0020885547201336674	False	0.021605491638183594	polya
205	27	11970	0.0015873015873015873	19	630.0	0.002255639097744361	False	0.021605491638183594	polya
206	19	11970	0.0	19	630.0	0.0015873015873015873	False	0.01981639862060547	polya
207	40	11970	0.0031746031746031746	19	630.0	0.003341687552213868	False	0.025156021118164062	polya
208	17	11970	0.0015873015873015873	19	630.0	0.0014202172096908939	False	0.018014907836914062	polya
209	6	11970	0.0	19	630.0	0.0005012531328320802	False	0.014370918273925781	polya
210	31	11970	0.0015873015873015873	19	630.0	0.002589807852965748	False	0.023385047912597656	polya
211	22	11970	0.0015873015873015873	19	630.0	0.0018379281537176273	False	0.01981639862060547	polya
212	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
213	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
214	44	11970	0.0031746031746031746	19	630.0	0.0036758563074352547	False	0.02691936492919922	polya
215	20	11970	0.0	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
216	3	11970	0.0	19	630.0	0.0002506265664160401	False	0.012520790100097656	polya
217	1273	11970	0.0015873015873015873	19	630.0	0.10634920634920635	False	0.18366622924804688	polya
218	62	11970	0.0031746031746031746	19	630.0	0.005179615705931496	False	0.030426025390625	polya
219	29	11970	0.0015873015873015873	19	630.0	0.0024227234753550543	False	0.023385047912597656	polya
220	7	11970	0.0	19	630.0	0.0005847953216374269	False	0.014370918273925781	polya
221	37	11970	0.0015873015873015873	19	630.0	0.003091060985797828	False	0.025156021118164062	polya
222	44	11970	0.0031746031746031746	19	630.0	0.0036758563074352547	False	0.02691936492919922	polya
223	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
224	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
225	35	11970	0.0031746031746031746	19	630.0	0.0029239766081871343	False	0.023385047912597656	polya
226	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
227	12	11970	0.0	19	630.0	0.0010025062656641604	False	0.016201019287109375	polya
228	52	11970	0.004761904761904762	19	630.0	0.004344193817878028	False	0.02867603302001953	polya
229	53	11970	0.0031746031746031746	19	630.0	0.004427736006683375	False	0.02867603302001953	polya
230	14	11970	0.0015873015873015873	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
231	33	11970	0.0015873015873015873	19	630.0	0.002756892230576441	False	0.023385047912597656	polya
232	8	11970	0.0	19	630.0	0.0006683375104427736	False	0.014370918273925781	polya
233	13	11970	0.0	19	630.0	0.001086048454469507	False	0.018014907836914062	polya
234	20	11970	0.0015873015873015873	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
235	18	11970	0.0015873015873015873	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
236	14	11970	0.0015873015873015873	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
237	14	11970	0.0	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
238	14	11970	0.0	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
239	19	11970	0.0015873015873015873	19	630.0	0.0015873015873015873	False	0.01981639862060547	polya
240	19	11970	0.0015873015873015873	19	630.0	0.0015873015873015873	False	0.01981639862060547	polya
241	12	11970	0.0015873015873015873	19	630.0	0.0010025062656641604	False	0.016201019287109375	polya
242	1281	11970	0.0015873015873015873	19	630.0	0.10701754385964912	False	0.18529796600341797	polya
243	24	11970	0.0015873015873015873	19	630.0	0.0020050125313283208	False	0.021605491638183594	polya
244	26	11970	0.0015873015873015873	19	630.0	0.002172096908939014	False	0.021605491638183594	polya
245	27	11970	0.0015873015873015873	19	630.0	0.002255639097744361	False	0.021605491638183594	polya
246	20	11970	0.0015873015873015873	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
247	40	11970	0.0031746031746031746	19	630.0	0.003341687552213868	False	0.025156021118164062	polya
248	29	11970	0.0015873015873015873	19	630.0	0.0024227234753550543	False	0.023385047912597656	polya
249	38	11970	0.0015873015873015873	19	630.0	0.0031746031746031746	False	0.025156021118164062	polya
250	20	11970	0.0015873015873015873	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
251	29	11970	0.0015873015873015873	19	630.0	0.0024227234753550543	False	0.023385047912597656	polya
252	1265	11970	0.0	19	630.0	0.10568086883876357	False	0.18366622924804688	polya
253	18	11970	0.0	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
254	9	11970	0.0	19	630.0	0.0007518796992481203	False	0.016201019287109375	polya
255	31	11970	0.0015873015873015873	19	630.0	0.002589807852965748	False	0.023385047912597656	polya
256	29	11970	0.0015873015873015873	19	630.0	0.0024227234753550543	False	0.023385047912597656	polya
257	20	11970	0.0015873015873015873	19	630.0	0.001670843776106934	False	0.01981639862060547	polya
258	14	11970	0.0	19	630.0	0.0011695906432748538	False	0.018014907836914062	polya
259	10	11970	0.0	19	630.0	0.000835421888053467	False	0.016201019287109375	polya
260	18	11970	0.0015873015873015873	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
261	18	11970	0.0015873015873015873	19	630.0	0.0015037593984962407	False	0.01981639862060547	polya
262	27	11970	0.0015873015873015873	19	630.0	0.002255639097744361	False	0.021605491638183594	polya
264	48	11970	0.004761904761904762	19	630.0	0.0040100250626566416	False	0.02691936492919922	polya
265	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
266	27	11970	0.0031746031746031746	19	630.0	0.002255639097744361	False	0.021605491638183594	polya
267	15	11970	0.0	19	630.0	0.0012531328320802004	False	0.018014907836914062	polya
268	37	11970	0.0031746031746031746	19	630.0	0.003091060985797828	False	0.025156021118164062	polya
269	15	11340	0.0007936507936507937	18	630.0	0.0013227513227513227	False	0.018014907836914062	polya
270	22	11340	0.0015873015873015873	18	630.0	0.0019400352733686067	False	0.021605491638183594	polya
271	20	11340	0.0015873015873015873	18	630.0	0.001763668430335097	False	0.01981639862060547	polya
272	36	10710	0.0031746031746031746	17	630.0	0.0033613445378151263	False	0.025156021118164062	polya
273	26	10710	0.0015873015873015873	17	630.0	0.002427637721755369	False	0.023385047912597656	polya
274	55	10710	0.004761904761904762	17	630.0	0.005135387488328665	False	0.030426025390625	polya
275	53	10080	0.004761904761904762	16	630.0	0.005257936507936508	False	0.030426025390625	polya
276	25	10080	0.0015873015873015873	16	630.0	0.00248015873015873	False	0.023385047912597656	polya
277	35	10080	0.003968253968253968	16	630.0	0.003472222222222222	False	0.025156021118164062	polya
278	124	9450	0.012698412698412698	15	630.0	0.013121693121693121	False	0.04768562316894531	polya
279	46	9450	0.0031746031746031746	15	630.0	0.004867724867724868	False	0.030426025390625	polya
280	57	9450	0.0031746031746031746	15	630.0	0.006031746031746032	False	0.03217124938964844	polya
281	39	9450	0.0031746031746031746	15	630.0	0.004126984126984127	False	0.02691936492919922	polya
282	28	9450	0.0031746031746031746	15	630.0	0.002962962962962963	False	0.025156021118164062	polya
283	25	9450	0.0031746031746031746	15	630.0	0.0026455026455026454	False	0.023385047912597656	polya
284	27	9450	0.0015873015873015873	15	630.0	0.002857142857142857	False	0.023385047912597656	polya
285	42	9450	0.004761904761904762	15	630.0	0.0044444444444444444	False	0.02867603302001953	polya
286	61	9450	0.006349206349206349	15	630.0	0.006455026455026455	False	0.03391075134277344	polya
287	79	9450	0.007936507936507936	15	630.0	0.00835978835978836	False	0.03910350799560547	polya
288	22	9450	0.0031746031746031746	15	630.0	0.002328042328042328	False	0.021605491638183594	polya
289	38	9450	0.0031746031746031746	15	630.0	0.004021164021164021	False	0.02691936492919922	polya
290	42	9450	0.004761904761904762	15	630.0	0.0044444444444444444	False	0.02867603302001953	polya
291	57	9450	0.004761904761904762	15	630.0	0.006031746031746032	False	0.03217124938964844	polya
292	114	8820	0.011904761904761904	14	630.0	0.01292517006802721	False	0.04768562316894531	polya
293	45	8820	0.004761904761904762	14	630.0	0.00510204081632653	False	0.030426025390625	polya
294	11	8820	0.0007936507936507937	14	630.0	0.0012471655328798186	False	0.018014907836914062	polya
295	429	8190	0.05873015873015873	13	630.0	0.05238095238095238	False	0.11140060424804688	polya
296	109	7560	0.011904761904761904	12	630.0	0.014417989417989418	False	0.051097869873046875	polya
297	418	7560	0.05396825396825397	12	630.0	0.055291005291005293	False	0.1163644790649414	polya
298	34	7560	0.0031746031746031746	12	630.0	0.004497354497354497	False	0.02867603302001953	polya
299	11	7560	0.0015873015873015873	12	630.0	0.001455026455026455	False	0.018014907836914062	polya
300	262	7560	0.03333333333333333	12	630.0	0.034656084656084656	False	0.08479785919189453	polya
301	135	7560	0.01904761904761905	12	630.0	0.017857142857142856	False	0.05789375305175781	polya
302	230	7560	0.02857142857142857	12	630.0	0.03042328042328042	False	0.07810592651367188	polya
303	314	7560	0.04047619047619047	12	630.0	0.041534391534391535	False	0.096466064453125	polya
304	178	6930	0.025396825396825397	11	630.0	0.025685425685425686	False	0.07139396667480469	polya
305	108	6300	0.016666666666666666	10	630.0	0.017142857142857144	False	0.0561981201171875	polya
306	69	6300	0.011111111111111112	10	630.0	0.010952380952380953	False	0.044261932373046875	polya
307	65	6300	0.009523809523809525	10	630.0	0.010317460317460317	False	0.042545318603515625	polya
308	15	5670	0.0015873015873015873	9	630.0	0.0026455026455026454	False	0.023385047912597656	polya
309	158	5670	0.023809523809523808	9	630.0	0.027865961199294534	False	0.0747528076171875	polya
311	233	5670	0.006349206349206349	9	630.0	0.04109347442680776	False	0.0948028564453125	polya
312	93	5670	0.0015873015873015873	9	630.0	0.0164021164021164	False	0.054500579833984375	polya
313	14	5670	0.0015873015873015873	9	630.0	0.0024691358024691358	False	0.023385047912597656	polya
314	15	5670	0.0015873015873015873	9	630.0	0.0026455026455026454	False	0.023385047912597656	polya
315	10	5670	0.0	9	630.0	0.001763668430335097	False	0.01981639862060547	polya
316	15	2520	0.006349206349206349	4	630.0	0.005952380952380952	False	0.03217124938964844	polya
317	15	3780	0.0031746031746031746	6	630.0	0.003968253968253968	False	0.02691936492919922	polya
318	20	3780	0.005555555555555556	6	630.0	0.005291005291005291	False	0.030426025390625	polya
319	10	3780	0.0007936507936507937	6	630.0	0.0026455026455026454	False	0.023385047912597656	polya
320	7	3780	0.0015873015873015873	6	630.0	0.001851851851851852	False	0.01981639862060547	polya
