pos	alt	dep	per_donor_median	n_donors	median_depth	surrogate	fixed_difference	min_detectable_af	chemistry
90	55	31854	0.0015278838808250573	19	1459.0	0.0017266277390594587	False	0.011645317077636719	polya
91	37	31881	0.0008673026886383347	19	1459.0	0.0011605658542705687	False	0.010115623474121094	polya
92	18	31932	0.0006261740763932373	19	1462.0	0.0005636978579481398	False	0.007775306701660156	polya
93	42	32076	0.000984251968503937	19	1463.0	0.001309390198279087	False	0.010851860046386719	polya
94	20	32287	0.0006788866259334691	19	1473.0	0.0006194443584105057	False	0.007717132568359375	polya
95	41	32349	0.001215066828675577	19	1479.0	0.0012674271229404308	False	0.01073455810546875	polya
96	27	32639	0.0007547169811320754	19	1487.0	0.0008272312264468887	False	0.009169578552246094	polya
97	32	32790	0.0006169031462060457	19	1495.0	0.0009759072888075633	False	0.009119987487792969	polya
98	31	32946	0.0007485029940119761	19	1501.0	0.0009409336490013963	False	0.009083747863769531	polya
99	29	32990	0.0007320644216691069	19	1505.0	0.0008790542588663231	False	0.009059906005859375	polya
100	21	33065	0.0006891798759476223	19	1509.0	0.000635112656887948	False	0.008286476135253906	polya
101	23	33133	0.0006887052341597796	19	1510.0	0.0006941719735611022	False	0.008281707763671875	polya
102	47	33374	0.0012749681257968552	19	1515.0	0.0014082818960867742	False	0.010479927062988281	polya
103	47	33795	0.0011968880909634949	19	1540.0	0.0013907382748927356	False	0.010310173034667969	polya
104	33	33752	0.0006891798759476223	19	1543.0	0.000977719838824366	False	0.008836746215820312	polya
105	47	33738	0.0014214641080312722	19	1547.0	0.0013930879127393443	False	0.010263442993164062	polya
106	56	33826	0.0012077294685990338	19	1555.0	0.0016555312481523088	False	0.010927200317382812	polya
107	36	33778	0.0007132667617689016	19	1559.0	0.0010657824619574872	False	0.009467124938964844	polya
108	2314	33688	0.0007485029940119761	19	1559.0	0.06868914747090953	False	0.10897541046142578	polya
109	35	33907	0.0007122507122507123	19	1562.0	0.0010322352316630783	False	0.009449005126953125	polya
110	21	33841	0.0005913660555884093	19	1554.0	0.0006205490381489909	False	0.008047103881835938	polya
111	47	34121	0.0014074595355383533	19	1567.0	0.0013774508367281146	False	0.010132789611816406	polya
112	36	34671	0.001088139281828074	19	1581.0	0.0010383317469931643	False	0.009335517883300781	polya
113	60	34998	0.0021482277121374865	19	1598.0	0.0017143836790673753	False	0.011327743530273438	polya
114	49	35133	0.0014825796886582653	19	1606.0	0.001394700139470014	False	0.010581016540527344	polya
115	54	34742	0.001654715940430226	19	1590.0	0.001554314662368315	False	0.010686874389648438	polya
116	127	34736	0.003968253968253968	19	1593.0	0.0036561492399815754	False	0.016183853149414062	polya
117	42	34795	0.0007032348804500703	19	1601.0	0.0012070699813191551	False	0.009918212890625	polya
118	31	35075	0.0006770480704129993	19	1618.0	0.0008838203848895225	False	0.008427619934082031	polya
119	42	35057	0.0007836990595611285	19	1619.0	0.0011980488918047752	False	0.009807586669921875	polya
120	41	35222	0.0010504201680672268	19	1628.0	0.0011640451990233378	False	0.009754180908203125	polya
121	53	35354	0.0016189962223421479	19	1632.0	0.0014991231543813996	False	0.010412216186523438	polya
122	37	35318	0.0006613756613756613	19	1632.0	0.001047624440795062	False	0.009044647216796875	polya
123	49	35119	0.0013094718463553033	19	1626.0	0.0013952561291608531	False	0.010450363159179688	polya
124	43	35072	0.0010582010582010583	19	1626.0	0.0012260492700729927	False	0.009765625	polya
125	48	34191	0.001349527665317139	19	1586.0	0.0014038782135649733	False	0.010714530944824219	polya
126	41	34230	0.0008795074758135445	19	1587.0	0.0011977797253870874	False	0.010004997253417969	polya
127	35	34343	0.0007092198581560284	19	1590.0	0.001019130536062662	False	0.009283065795898438	polya
128	49	34724	0.0012554927809165098	19	1593.0	0.0014111277502591867	False	0.010666847229003906	polya
129	23	34691	0.0006097560975609756	19	1591.0	0.0006629961661526044	False	0.007860183715820312	polya
130	28	35029	0.0008521516829995739	19	1594.0	0.0007993376916269377	False	0.008554458618164062	polya
131	32	34881	0.0006724949562878278	19	1579.0	0.0009174048909148247	False	0.008635520935058594	polya
132	61	35409	0.0016172506738544475	19	1585.0	0.0017227258606568952	False	0.01142120361328125	polya
133	49	35140	0.0014094432699083862	19	1555.0	0.0013944223107569722	False	0.010210990905761719	polya
134	50	35056	0.0012048192771084338	19	1545.0	0.0014262893655864902	False	0.01027679443359375	polya
135	28	34954	0.0006983240223463687	19	1538.0	0.0008010528122675516	False	0.0088653564453125	polya
136	37	34907	0.0007158196134574087	19	1536.0	0.001059959320480133	False	0.009609222412109375	polya
137	21	34777	0.0006514657980456026	19	1535.0	0.0006038473703884751	False	0.0074062347412109375	polya
138	118	34809	0.0032768978700163844	19	1537.0	0.003389927892211784	False	0.015354156494140625	polya
139	27	34701	0.0006640106241699867	19	1544.0	0.0007780755597821389	False	0.008099555969238281	polya
140	41	35261	0.001072961373390558	19	1573.0	0.0011627577209948668	False	0.009383201599121094	polya
141	41	35513	0.000782472613458529	19	1593.0	0.001154506800326641	False	0.009265899658203125	polya
142	42	35334	0.0010466820180029307	19	1577.0	0.0011886568177958906	False	0.010068893432617188	polya
143	60	35651	0.0012836970474967907	19	1599.0	0.00168298224453732	False	0.011321067810058594	polya
144	120	35160	0.003051881993896236	19	1595.0	0.0034129692832764505	False	0.015480995178222656	polya
145	65	34702	0.0014925373134328358	19	1579.0	0.0018730908881332488	False	0.011464118957519531	polya
146	76	34500	0.0023405500292568754	19	1566.0	0.0022028985507246378	False	0.012969970703125	polya
147	76	34532	0.0010934937124111536	19	1567.0	0.0022008571759527394	False	0.012961387634277344	polya
148	58	34570	0.0019582245430809398	19	1568.0	0.0016777552791437662	False	0.011544227600097656	polya
149	47	34539	0.0011730205278592375	19	1565.0	0.0013607805668953937	False	0.010146141052246094	polya
150	3444	34502	0.0028530670470756064	19	1531.0	0.09982030027244797	False	0.14709186553955078	polya
151	105	34748	0.002735229759299781	19	1548.0	0.0030217566478646252	False	0.014538764953613281	polya
152	3660	34327	0.002727768685215494	19	1540.0	0.10662160981151864	False	0.15485858917236328	polya
153	48	34668	0.0011827321111768185	19	1558.0	0.0013845621322256837	False	0.010190963745117188	polya
154	33	34680	0.0008123476848090983	19	1560.0	0.0009515570934256056	False	0.008740425109863281	polya
155	37	34586	0.0011769321302471558	19	1563.0	0.0010697970276990689	False	0.009443283081054688	polya
156	46	34555	0.0011968880909634949	19	1563.0	0.001331211112718854	False	0.010158538818359375	polya
157	33	34459	0.0008818342151675485	19	1560.0	0.000957659827621231	False	0.008740425109863281	polya
158	34	34456	0.0008006405124099279	19	1562.0	0.0009867657302066403	False	0.009449005126953125	polya
159	21	34425	0.0006248698187877526	19	1560.0	0.0006100217864923747	False	0.008016586303710938	polya
160	44	34385	0.0012091898428053204	19	1559.0	0.0012796277446561	False	0.01018524169921875	polya
161	15	34277	0.0003968253968253968	19	1559.0	0.0004376112261866558	False	0.0072917938232421875	polya
162	53	34348	0.0013136288998357964	19	1564.0	0.0015430301618725981	False	0.0108642578125	polya
163	83	33984	0.001664816870144284	19	1548.0	0.0024423258003766477	False	0.013120651245117188	polya
164	38	33996	0.0008136696501220504	19	1554.0	0.0011177785621837863	False	0.009497642517089844	polya
165	52	33426	0.0015723270440251573	19	1532.0	0.0015556752228803926	False	0.011091232299804688	polya
166	68	33726	0.0016438356164383563	19	1557.0	0.0020162485915910574	False	0.01233673095703125	polya
167	60	33200	0.0014419610670511895	19	1546.0	0.0018072289156626507	False	0.011708259582519531	polya
168	52	32872	0.0012944983818770227	19	1521.0	0.0015818934047213435	False	0.011171340942382812	polya
169	67	32756	0.0020627062706270625	19	1516.0	0.0020454267920381	False	0.012669563293457031	polya
170	80	32747	0.0024650780608052587	19	1516.0	0.0024429718752862857	False	0.013396263122558594	polya
171	116	32983	0.0033030553261767133	19	1525.0	0.00351696328411606	False	0.016190528869628906	polya
172	57	32787	0.0011607661056297156	19	1511.0	0.0017384939152712965	False	0.011979103088378906	polya
173	30	32778	0.0006997900629811056	19	1509.0	0.0009152480322167307	False	0.009036064147949219	polya
174	99	32735	0.002886002886002886	19	1510.0	0.0030242859324881625	False	0.014904022216796875	polya
175	47	32587	0.0008620689655172414	19	1500.0	0.0014422929389020162	False	0.010584831237792969	polya
176	31	32285	0.0010245901639344263	19	1476.0	0.000960198234474214	False	0.009237289428710938	polya
177	24	32156	0.0006844626967830253	19	1467.0	0.0007463614877472322	False	0.008523941040039062	polya
178	28	31717	0.0006514657980456026	19	1438.0	0.0008828073273008167	False	0.009481430053710938	polya
179	26	31664	0.0006480881399870382	19	1431.0	0.000821121778676099	False	0.008737564086914062	polya
180	34	31783	0.0007575757575757576	19	1433.0	0.0010697542711512443	False	0.010298728942871094	polya
181	35	31791	0.0009541984732824427	19	1431.0	0.0011009405177565977	False	0.010313034057617188	polya
182	45	31916	0.0012738853503184713	19	1431.0	0.001409951121694448	False	0.011094093322753906	polya
183	76	31497	0.001932367149758454	19	1401.0	0.002412928215385592	False	0.013708114624023438	polya
184	70	32222	0.0018610421836228288	19	1426.0	0.0021724287753708644	False	0.013467788696289062	polya
185	3111	31323	0.0030745580322828594	19	1373.0	0.099319988506848	False	0.1490459442138672	polya
186	117	31541	0.0038197097020626434	19	1379.0	0.0037094575314669796	False	0.01710987091064453	polya
187	83	31169	0.0026929982046678637	19	1348.0	0.0026629022426128525	False	0.015063285827636719	polya
188	33	30934	0.0008944543828264759	19	1334.0	0.001066787353720825	False	0.010219573974609375	polya
189	775	30754	0.023571269735379142	19	1331.0	0.025199973987123626	False	0.054477691650390625	polya
190	60	30501	0.001784121320249777	19	1307.0	0.001967148618078096	False	0.012997627258300781	polya
191	18	30129	0.0005875440658049354	19	1292.0	0.0005974310465000497	False	0.00879669189453125	polya
192	31	30104	0.0008992805755395684	19	1292.0	0.0010297634865798564	False	0.01055145263671875	polya
193	39	30370	0.0008726003490401396	19	1302.0	0.0012841620019756338	False	0.011333465576171875	polya
194	61	30473	0.0019181585677749361	19	1306.0	0.0020017720605125847	False	0.013856887817382812	polya
195	5780	29960	0.0018001800180018	19	1286.0	0.19292389853137518	False	0.2587413787841797	polya
196	38	29846	0.001303780964797914	19	1269.0	0.0012732024391878308	False	0.011627197265625	polya
197	57	29897	0.0016129032258064516	19	1270.0	0.0019065458072716325	False	0.013375282287597656	polya
198	90	29869	0.0027605244996549345	19	1270.0	0.0030131574542167465	False	0.015987396240234375	polya
199	36	29804	0.0008156606851549756	19	1269.0	0.00120789155818011	False	0.011627197265625	polya
200	56	29783	0.0017825311942959	19	1267.0	0.0018802672665614612	False	0.013406753540039062	polya
201	145	29794	0.00501002004008016	19	1268.0	0.004866751694972142	False	0.020323753356933594	polya
202	106	29785	0.004008016032064128	19	1268.0	0.0035588383414470372	False	0.01774311065673828	polya
203	88	29796	0.0027522935779816515	19	1268.0	0.002953416565982011	False	0.016012191772460938	polya
204	60	29325	0.0023094688221709007	19	1243.0	0.0020460358056265983	False	0.013665199279785156	polya
205	60	29342	0.002061855670103093	19	1244.0	0.0020448503851134892	False	0.013654708862304688	polya
206	35	29292	0.0011185682326621924	19	1247.0	0.001194865492284583	False	0.010931015014648438	polya
207	73	29469	0.0025034137460172965	19	1257.0	0.002477179408870338	False	0.015275955200195312	polya
208	32	29307	0.0010706638115631692	19	1257.0	0.001091889309721227	False	0.010844230651855469	polya
209	14	29223	0.0	19	1256.0	0.0004790747014338021	False	0.008136749267578125	polya
210	85	29543	0.0027359781121751026	19	1284.0	0.0028771621026977626	False	0.01581287384033203	polya
211	47	29722	0.001644736842105263	19	1293.0	0.001581320234169975	False	0.012276649475097656	polya
212	21	29614	0.0008210180623973727	19	1293.0	0.0007091240629432025	False	0.008790016174316406	polya
213	27	29477	0.0006793478260869565	19	1290.0	0.0009159683821284391	False	0.009691238403320312	polya
214	85	29147	0.002607561929595828	19	1279.0	0.0029162521014169554	False	0.015874862670898438	polya
215	44	29114	0.0013063357282821686	19	1277.0	0.0015113004053032904	False	0.012430191040039062	polya
216	20	29034	0.000663129973474801	19	1273.0	0.0006888475580354068	False	0.008928298950195312	polya
217	2060	28647	0.0015186028853454822	19	1259.0	0.07190979858274862	False	0.11767959594726562	polya
218	111	28471	0.004479283314669653	19	1247.0	0.003898703944364441	False	0.01891803741455078	polya
219	62	28452	0.0020161290322580645	19	1249.0	0.0021791086742584003	False	0.01448822021484375	polya
220	21	28634	0.000578368999421631	19	1266.0	0.0007333938674303276	False	0.008976936340332031	polya
221	82	29037	0.00205620287868403	19	1299.0	0.0028239831938561147	False	0.015630722045898438	polya
222	116	29044	0.00354924578527063	19	1305.0	0.003993940228618648	False	0.01807880401611328	polya
223	25	28991	0.000846740050804403	19	1319.0	0.0008623365872167224	False	0.009478569030761719	polya
224	23	28990	0.0006997900629811056	19	1320.0	0.0007933770265608831	False	0.009471893310546875	polya
225	78	29163	0.0026595744680851063	19	1332.0	0.0026746219524740253	False	0.015244483947753906	polya
226	43	28904	0.0017873100983020554	19	1325.0	0.001487683365624135	False	0.011981010437011719	polya
227	32	29084	0.000945179584120983	19	1337.0	0.0011002613120616146	False	0.010196685791015625	polya
228	131	29465	0.004395604395604396	19	1365.0	0.004445952825386052	False	0.01888275146484375	polya
229	99	29350	0.0031645569620253164	19	1369.0	0.003373083475298126	False	0.01643657684326172	polya
230	38	29178	0.0011424219345011425	19	1363.0	0.0013023510864349852	False	0.010827064514160156	polya
231	82	29377	0.0025682932523931824	19	1376.0	0.0027912993157912652	False	0.01555633544921875	polya
232	37	29133	0.0011494252873563218	19	1368.0	0.001270037414615728	False	0.010787010192871094	polya
233	27	29087	0.0008368200836820083	19	1365.0	0.0009282497335579468	False	0.009987831115722656	polya
234	45	29045	0.0016638935108153079	19	1367.0	0.0015493200206576003	False	0.011612892150878906	polya
235	38	29052	0.0011723329425556857	19	1373.0	0.0013079994492633897	False	0.010747909545898438	polya
236	29	29047	0.0012642225031605564	19	1374.0	0.000998381932729714	False	0.009922027587890625	polya
237	39	28942	0.000975609756097561	19	1368.0	0.0013475226314698361	False	0.010787010192871094	polya
238	39	28934	0.0010718113612004287	19	1368.0	0.0013478952097877928	False	0.010787010192871094	polya
239	45	29038	0.0014587892049598833	19	1371.0	0.001549693505062332	False	0.011579513549804688	polya
240	39	29013	0.0011904761904761906	19	1369.0	0.0013442250025850482	False	0.010779380798339844	polya
241	35	28911	0.0009746588693957114	19	1364.0	0.0012106118778319672	False	0.0108184814453125	polya
242	1914	28829	0.0032258064516129032	19	1358.0	0.06639148080058274	False	0.10913658142089844	polya
243	76	28684	0.002225519287833828	19	1348.0	0.0026495607307209595	False	0.015063285827636719	polya
244	71	28684	0.0020554984583761563	19	1344.0	0.0024752475247524753	False	0.014287948608398438	polya
245	47	28651	0.0015015015015015015	19	1343.0	0.0016404313985550242	False	0.011820793151855469	polya
246	48	28613	0.0014936519790888724	19	1339.0	0.0016775591514346625	False	0.01268768310546875	polya
247	93	28433	0.00354251012145749	19	1332.0	0.003270847254950234	False	0.016892433166503906	polya
248	66	28352	0.002173913043478261	19	1328.0	0.002327878103837472	False	0.014460563659667969	polya
249	77	28311	0.0029850746268656717	19	1325.0	0.002719790893998799	False	0.015324592590332031	polya
250	39	27985	0.0015424164524421595	19	1307.0	0.0013936037162765767	False	0.011289596557617188	polya
251	79	27542	0.002150537634408602	19	1285.0	0.002868346525306804	False	0.01580047607421875	polya
252	6230	27293	0.0007304601899196494	19	1284.0	0.22826365734803797	False	0.29774951934814453	polya
253	51	27341	0.0018115942028985507	19	1284.0	0.001865330456091584	False	0.013230323791503906	polya
254	19	27257	0.0005299417064122947	19	1281.0	0.0006970686429174157	False	0.008872032165527344	polya
255	57	26916	0.0017406440382941688	19	1266.0	0.0021176995095853767	False	0.014293670654296875	polya
256	64	26253	0.002188183807439825	19	1244.0	0.002437816630480326	False	0.015435218811035156	polya
257	44	26088	0.0011507479861910242	19	1239.0	0.0016865992026985587	False	0.012810707092285156	polya
258	31	25902	0.0010845986984815619	19	1226.0	0.0011968187784727048	False	0.011117935180664062	polya
259	44	25824	0.0013054830287206266	19	1225.0	0.0017038413878562577	False	0.012957572937011719	polya
260	47	25788	0.0011123470522803114	19	1226.0	0.0018225531254847215	False	0.01385498046875	polya
261	41	25751	0.0014814814814814814	19	1223.0	0.0015921711778183372	False	0.012978553771972656	polya
262	55	25460	0.0018427518427518428	19	1211.0	0.00216025137470542	False	0.014942169189453125	polya
264	80	24383	0.0034802784222737818	19	1167.0	0.0032809744494114754	False	0.01739501953125	polya
265	40	24381	0.0015060240963855422	19	1168.0	0.0016406217956605553	False	0.013588905334472656	polya
266	49	23818	0.0018679950186799503	19	1147.0	0.0020572676127298684	False	0.014807701110839844	polya
267	23	23424	0.0008130081300813008	19	1128.0	0.0009818989071038251	False	0.011081695556640625	polya
268	82	22453	0.0032520325203252032	19	1085.0	0.0036520732196143055	False	0.019720077514648438	polya
269	63	21987	0.002785515320334262	19	1063.0	0.0028653295128939827	False	0.018057823181152344	polya
270	40	21771	0.0015718327569946558	19	1058.0	0.001837306508658307	False	0.014998435974121094	polya
271	48	21368	0.0025575447570332483	19	1031.0	0.0022463496817671283	False	0.016469955444335938	polya
272	59	20991	0.0026455026455026454	19	1008.0	0.0028107284074127005	False	0.017945289611816406	polya
273	49	20854	0.002254791431792559	19	1005.0	0.002349669128224801	False	0.016895294189453125	polya
274	106	20602	0.0050335570469798654	19	989.0	0.005145131540627124	False	0.02384185791015625	polya
275	93	20330	0.00463821892393321	19	972.0	0.0045745204131824885	False	0.023133277893066406	polya
276	62	19953	0.002789400278940028	19	954.0	0.003107302160076179	False	0.018958091735839844	polya
277	70	19504	0.0036231884057971015	19	934.0	0.0035890073831009025	False	0.02054595947265625	polya
278	220	19170	0.011916583912611719	19	922.0	0.011476264997391758	False	0.03845500946044922	polya
279	106	18943	0.005219206680584551	19	917.0	0.005595734572137465	False	0.02570819854736328	polya
280	91	18890	0.004024144869215292	19	917.0	0.0048173636844891475	False	0.02451801300048828	polya
281	88	18694	0.005500550055005501	19	909.0	0.004707392746335723	False	0.023528099060058594	polya
282	81	18595	0.003864734299516908	19	902.0	0.004356009680021511	False	0.023710250854492188	polya
283	42	18515	0.0025348542458808617	19	895.0	0.002268431001890359	False	0.017724037170410156	polya
284	58	18454	0.002955665024630542	19	894.0	0.0031429500379321555	False	0.020227432250976562	polya
285	87	18319	0.004911591355599214	19	891.0	0.004749167530978766	False	0.024003028869628906	polya
286	137	18203	0.007718696397941681	19	883.0	0.0075262319397901446	False	0.030389785766601562	polya
287	147	18186	0.00851063829787234	19	883.0	0.008083140877598153	False	0.0316162109375	polya
288	40	18157	0.0019821605550049554	19	882.0	0.0022030071046979125	False	0.017984390258789062	polya
289	63	18041	0.0038240917782026767	19	875.0	0.0034920458954603405	False	0.021927833557128906	polya
290	65	17821	0.003115264797507788	19	867.0	0.0036473823017788	False	0.02213001251220703	polya
291	102	17650	0.006299212598425197	19	861.0	0.005779036827195467	False	0.027376174926757812	polya
292	213	17429	0.012219959266802444	19	844.0	0.012221010958746916	False	0.04072761535644531	polya
293	71	16785	0.0037488284910965324	19	813.0	0.004229967232648198	False	0.024949073791503906	polya
294	22	16622	0.0011261261261261261	19	801.0	0.0013235471062447359	False	0.015595436096191406	polya
295	1709	16200	0.05439814814814815	19	779.0	0.10549382716049382	False	0.17517375946044922	polya
296	213	15684	0.012091898428053204	19	747.0	0.013580719204284622	False	0.04599571228027344	polya
297	838	15424	0.052256532066508314	19	733.0	0.05433091286307054	False	0.11005115509033203	polya
298	80	15156	0.006741573033707865	19	708.0	0.005278437582475587	False	0.02863788604736328	polya
299	42	14956	0.0022471910112359553	19	699.0	0.00280823749665686	False	0.022680282592773438	polya
