pos	alt	dep	n_donors	max_donor_frac	epsilon
81	20	39362	30	0.0021945866861741038	0.0005081042629947665
82	16	38845	30	0.0025673940949935813	0.00041189342257690823
83	11	39062	30	0.0020920502092050207	0.0002816036045261379
84	9	39251	30	0.0029542097488921715	0.00022929352118417366
85	13	39706	30	0.0025996533795493936	0.0003274064373142598
86	12	40055	30	0.0010319917440660474	0.00029958806640868806
87	9	39976	30	0.0014316392269148174	0.00022513508104862918
88	6	40333	30	0.0014577259475218659	0.00014876156001289266
89	17	40145	30	0.0018867924528301887	0.0004234649395939719
90	20	40603	30	0.0021645021645021645	0.0004925744403122922
91	15	40571	30	0.0019646365422396855	0.0003697222153755145
92	16	40532	30	0.0009861932938856016	0.0003947498272969506
93	33	40110	30	0.003276003276003276	0.0008227374719521316
94	10	40237	30	0.0029585798816568047	0.00024852747471232946
95	24	39204	30	0.0020942408376963353	0.0006121824303642485
96	17	39680	30	0.0020408163265306124	0.0004284274193548387
97	20	39837	30	0.0033250207813798837	0.0005020458367848984
98	15	39971	30	0.0029717682020802376	0.00037527207225238296
99	22	39922	30	0.002162162162162162	0.0005510745954611493
100	17	40349	30	0.002197802197802198	0.00042132394854891073
101	13	40243	30	0.0014705882352941176	0.0003230375469025669
102	14	40030	30	0.0030075187969924814	0.0003497376967274544
103	21	41362	30	0.0021208907741251328	0.0005077123930177457
104	20	41550	30	0.002932551319648094	0.0004813477737665463
105	18	41643	30	0.002181818181818182	0.0004322455154527772
106	26	41727	30	0.0033579583613163196	0.0006230977544515542
107	14	41407	30	0.0014781966001478197	0.000338107083343396
108	51	40074	30	0.003930817610062893	0.0012726456056295853
109	12	40064	30	0.0013869625520110957	0.0002995207667731629
110	7	39899	30	0.0013986013986013986	0.00017544299355873582
111	52	38252	30	0.00312256049960968	0.0013594060441284115
112	17	40932	30	0.00243605359317905	0.0004153229746897293
113	19	41274	30	0.003745318352059925	0.000460338227455541
114	25	40292	29	0.0019333011116481392	0.0006204705648764023
115	24	41794	30	0.003006614552014432	0.0005742451069531511
116	25	41550	30	0.001899335232668566	0.0006016847172081829
117	20	41789	30	0.002544529262086514	0.0004785948455335136
118	15	42403	30	0.001321003963011889	0.0003537485555267316
119	33	41888	30	0.002616088947024199	0.0007878151260504202
120	22	42635	30	0.002617801047120419	0.0005160079746686994
121	27	43311	30	0.0035149384885764497	0.0006233982129251229
122	20	43171	30	0.0017055144968732233	0.00046327395705450416
123	37	42478	30	0.0026109660574412533	0.0008710391261358821
124	16	42529	30	0.0017857142857142857	0.0003762138775894096
125	7	41010	30	0.0021082220660576245	0.00017069007559131918
126	12	41187	30	0.0036900369003690036	0.0002913540680311749
127	16	41838	30	0.0019582245430809398	0.00038242745829150535
128	11	42517	30	0.0014044943820224719	0.00025872004139520664
129	19	42563	30	0.003401360544217687	0.0004463971054671898
130	30	42715	30	0.00272975432211101	0.0007023293924850755
131	21	41990	30	0.0036231884057971015	0.0005001190759704691
132	11	42906	30	0.0014265335235378032	0.0002563743998508367
133	15	43759	30	0.0013986013986013986	0.00034278662675106834
134	18	44120	30	0.003472222222222222	0.00040797824116047145
135	9	44102	30	0.0024449877750611247	0.00020407237766994693
136	27	44026	30	0.0024509803921568627	0.0006132739744696316
137	18	43200	30	0.0013723696248856359	0.0004166666666666667
138	16	43839	30	0.001272264631043257	0.00036497182873696936
139	21	43776	30	0.0016207455429497568	0.00047971491228070173
140	15	44297	30	0.0016474464579901153	0.0003386233830733458
141	13	44788	30	0.001784121320249777	0.00029025631865678306
142	25	44567	30	0.0022114108801415304	0.0005609531716292324
143	29	43259	29	0.0022055580061755625	0.0006703807300214984
144	41	43692	30	0.004081632653061225	0.0009383868900485215
145	18	43964	30	0.0019880715705765406	0.0004094258939132017
146	54	36066	24	0.016332590942835932	0.0014972550324405256
147	33	43945	30	0.0026714158504007124	0.000750938673341677
148	114	43658	30	0.009599096555618294	0.0026112052773832974
149	33	43503	30	0.0027675276752767526	0.0007585683745948555
150	20	34279	24	0.0017123287671232876	0.0005834475918200648
151	13	41897	29	0.004464285714285714	0.0003102847459245292
152	1902	28217	18	1.0	0.06740617358330085
153	19	41793	30	0.002805049088359046	0.0004546215873471634
154	16	41863	30	0.0012353304508956147	0.00038219907794472446
155	9	41646	30	0.0011883541295306002	0.00021610718916582626
156	33	41842	30	0.0022675736961451248	0.0007886812293867406
157	12	41943	30	0.002028397565922921	0.00028610256777054574
158	24	41940	30	0.0029154518950437317	0.0005722460658082976
159	17	42074	30	0.0035252643948296123	0.0004040500071302942
160	19	41948	30	0.0017678255745433118	0.0004529417373891485
161	22	41986	30	0.0035502958579881655	0.000523984185204592
162	25	42999	30	0.0023105360443622922	0.0005814088699737203
163	30	42550	30	0.0021231422505307855	0.0007050528789659225
164	23	42882	30	0.0027100271002710027	0.0005363555804300173
165	67	41090	30	0.004524886877828055	0.0016305670479435385
166	19	43265	30	0.0014367816091954023	0.00043915405061828265
167	11	43732	30	0.001199040767386091	0.0002515320589042349
168	22	43603	30	0.0020304568527918783	0.0005045524390523588
169	53	43211	30	0.005198180636777128	0.0012265395385434264
170	28	43758	30	0.003289473684210526	0.0006398829928241693
171	25	44499	30	0.0021390374331550803	0.000561810377761298
172	10	43910	30	0.002797202797202797	0.0002277385561375541
173	28	43930	30	0.0026666666666666666	0.0006373776462554063
174	12	43945	30	0.0013131976362442547	0.0002730686084878826
175	19	44184	30	0.00437636761487965	0.0004300199167119319
176	10	43984	30	0.001304631441617743	0.00022735540196435066
177	14	43602	30	0.0022371364653243847	0.00032108618870694004
178	17	42305	30	0.002277904328018223	0.00040184375369341685
179	13	42012	30	0.0021668472372697724	0.0003094353994096925
180	16	42441	30	0.0022641509433962265	0.0003769939445347659
181	14	43062	30	0.0014609203798392988	0.0003251126283033765
182	24	38433	24	0.0029702970297029703	0.0006244633518070409
183	16	42605	30	0.001784121320249777	0.000375542776669405
184	16	43244	30	0.002777777777777778	0.0003699935251133105
185	20	36271	23	0.0018137847642079807	0.0005514047034821207
186	19	42337	30	0.0017301038062283738	0.00044878002692680163
187	16	42669	30	0.0014204545454545455	0.00037497949330895966
188	27	42267	30	0.002932551319648094	0.0006387962240045425
189	323	38242	24	0.27902439024390246	0.008446210972229485
190	7	42422	30	0.0014285714285714286	0.0001650087218895856
191	6	42203	30	0.0005753739930955121	0.00014216998791555103
192	17	42201	30	0.001182033096926714	0.00040283405606502217
193	15	41776	30	0.0027247956403269754	0.00035905783224818077
194	13	42576	30	0.0018501387604070306	0.00030533633972190904
195	15	24082	13	0.0029702970297029703	0.0006228718544971348
196	13	43140	30	0.0014858841010401188	0.0003013444598980065
197	20	42958	30	0.0024764735017335313	0.0004655710228595372
198	13	43989	30	0.0022172949002217295	0.00029552842756143583
199	13	40428	28	0.0018115942028985507	0.0003215593153260117
200	21	43495	29	0.0013698630136986301	0.00048281411656512244
201	15	44069	30	0.001948368241597662	0.0003403753205200935
202	21	43996	30	0.0014677103718199608	0.00047731611964724066
203	2178	43570	30	0.9990753582986592	0.049988524213908654
204	2788	42030	30	0.9986187845303868	0.0663335712586248
205	26	42567	30	0.002849002849002849	0.0006108017948175817
206	8	41987	30	0.0018315018315018315	0.00019053516564650964
207	23	42268	30	0.0021008403361344537	0.000544146872338412
208	13	41581	30	0.0012391573729863693	0.0003126427935836079
209	13	41287	30	0.002079002079002079	0.00031486908712185434
210	71	40965	30	0.0046146746654360865	0.0017331868668375443
211	14	41244	30	0.0016891891891891893	0.00033944331296673454
212	6	41031	30	0.0014684287812041115	0.00014623089858887184
213	11	40820	30	0.002223869532987398	0.0002694757471827535
214	47	39853	30	0.006053268765133172	0.0011793340526434647
215	11	39651	29	0.0016198704103671706	0.000277420493808479
216	12	40582	30	0.002702702702702703	0.0002956975999211473
217	38	40798	30	0.00338409475465313	0.0009314182067748419
218	199	41395	30	0.011614401858304297	0.004807343882111366
219	10	41243	30	0.0013986013986013986	0.0002424653880658536
220	22	41626	30	0.0018214936247723133	0.0005285158314514966
221	17	42231	30	0.002067539627842867	0.0004025478913594279
222	19	42677	30	0.0026399155227032735	0.00044520467699229094
223	11	42974	30	0.0013020833333333333	0.0002559687252757481
224	18	43285	30	0.002592016588906169	0.00041584844634399905
225	38	43339	30	0.0035971223021582736	0.0008768084173608067
226	24	42380	30	0.002109704641350211	0.0005663048607833884
227	19	42719	30	0.0021197668256491787	0.00044476696551885576
228	29	43223	30	0.004800768122899664	0.0006709390833583972
229	16	43505	30	0.0013679890560875513	0.0003677738191012527
230	24	43133	30	0.002627430373095113	0.0005564185194630562
231	17	43466	30	0.0019801980198019802	0.00039111029310265495
232	12	43597	30	0.0026082420448617634	0.0002752482969011629
233	17	43875	30	0.0026292725679228747	0.00038746438746438747
234	40	44102	30	0.0045045045045045045	0.0009069883451997641
235	10	44270	30	0.0011037527593818985	0.00022588660492432798
236	15	44067	30	0.0015592515592515593	0.0003403907686023555
237	84	43594	30	0.008658008658008658	0.001926870670275726
238	9	43694	30	0.0012642225031605564	0.00020597793747425275
239	19	42541	29	0.0017905102954341987	0.00044662795891022776
240	9	44283	30	0.0016420361247947454	0.00020323826299031232
241	15	43808	30	0.0026785714285714286	0.00034240321402483564
242	28	43819	30	0.0015657620041753654	0.0006389922179876309
243	10	43606	30	0.0016863406408094434	0.00022932623950832454
244	19	43810	30	0.003367003367003367	0.00043369093814197673
245	17	43834	30	0.002145922746781116	0.00038782680111329107
246	21	43841	30	0.0020161290322580645	0.0004790036723614881
247	20	37982	24	0.002652519893899204	0.0005265652151018904
248	13	43524	30	0.0017777777777777779	0.0002986857825567503
249	11	43413	30	0.001692047377326565	0.00025338032386612304
250	13	40199	29	0.0016519823788546256	0.0003233911291325655
251	17	42870	30	0.0016625103906899418	0.0003965477023559599
252	23	42766	30	0.0015873015873015873	0.0005378104101388954
253	26	43573	30	0.0018009905447996398	0.0005966997911550731
254	23	43998	30	0.004815409309791332	0.0005227510341379154
255	32	43672	30	0.0030959752321981426	0.0007327349331379373
256	15	42035	30	0.0017045454545454545	0.0003568454859046033
257	22	41359	30	0.0027548209366391185	0.0005319277545395198
258	18	41730	30	0.0031847133757961785	0.00043134435657800146
259	10	41077	30	0.002207505518763797	0.0002434452369939382
260	21	41823	30	0.0019821605550049554	0.0005021160605408507
261	12	42609	30	0.003076923076923077	0.0002816306414137858
262	18	41480	30	0.0017196904557179708	0.0004339440694310511
264	14	38603	30	0.002560163850486431	0.00036266611403258815
265	17	39130	30	0.0021810250817884407	0.000434449271658574
266	25	38829	30	0.002533783783783784	0.0006438486698086481
267	33	38541	30	0.0033472803347280333	0.0008562310266988402
268	15	38268	30	0.0025746652935118436	0.00039197240514267796
269	16	37267	30	0.0017761989342806395	0.000429334263557571
270	19	36192	30	0.003537735849056604	0.0005249778956675508
271	13	35887	30	0.0013568521031207597	0.00036224816786022796
272	17	34596	30	0.0028169014084507044	0.0004913862874320731
273	23	35074	30	0.001968503937007874	0.0006557564007526943
274	16	35107	30	0.0018535681186283596	0.0004557495656136953
275	22	35068	30	0.0039164490861618795	0.0006273525721455458
276	11	34489	30	0.002572898799313894	0.00031894227144886773
277	18	34807	30	0.002806361085126286	0.0005171373574281036
278	12	34492	30	0.002079002079002079	0.0003479067609880552
279	16	34241	30	0.002074688796680498	0.00046727607254461027
280	16	34643	30	0.002036659877800407	0.00046185376555148226
281	20	34527	30	0.003075030750307503	0.0005792568135082689
282	21	32671	29	0.0032102728731942215	0.0006427718771999633
283	16	34164	30	0.0025929127052722557	0.0004683292354525231
284	16	33781	30	0.0019723865877712033	0.0004736390278558953
285	48	33354	30	0.005994005994005994	0.0014391077531930203
286	10	33369	30	0.002036659877800407	0.00029967934310287994
287	11	33426	30	0.001639344262295082	0.0003290851433016215
288	11	33360	30	0.0026619343389529724	0.0003297362110311751
289	4	32911	30	0.0011173184357541898	0.00012153991066816566
290	16	31412	30	0.002185792349726776	0.0005093594804533299
291	43	30275	30	0.0034482758620689655	0.0014203137902559868
292	231	29556	30	0.017810026385224276	0.007815671944782785
293	18	27616	30	0.0035842293906810036	0.0006517960602549247
294	30	27004	30	0.01098901098901099	0.0011109465264405273
295	1635	25618	30	0.13507462686567165	0.06382231243656804
296	327	23987	30	0.040096230954290296	0.013632384208112728
297	75	20576	30	0.06561679790026247	0.0036450233281493
298	31	23718	30	0.006792452830188679	0.0013070242010287546
299	22	23186	30	0.005625879043600563	0.000948848443025964
300	35	22841	30	0.025380710659898477	0.0015323322096230463
301	13	21562	30	0.0030721966205837174	0.0006029125313050738
302	192	17798	30	0.06818181818181818	0.010787728958309923
303	124	24279	30	0.015463917525773196	0.005107294369619836
304	16	23116	30	0.004545454545454545	0.0006921612735767433
305	11	23487	30	0.002570694087403599	0.00046834419040320176
306	19	23951	30	0.002652519893899204	0.0007932862928478978
307	21	23613	30	0.0026845637583892616	0.0008893406174564859
308	6	22998	30	0.0031847133757961785	0.00026089225150013044
309	1654	20897	30	0.18699186991869918	0.07915011724170934
310	11470	18545	28	0.9957492029755579	0.618495551361553
311	567	22597	30	0.1226158038147139	0.025091826348630348
312	178	23235	30	0.054775280898876406	0.007660856466537551
313	22	23639	30	0.0051387461459403904	0.0009306654257794323
314	5	23763	30	0.0020181634712411706	0.0002104111433741531
315	4	23661	30	0.0025	0.0001690545623600017
316	13	22076	30	0.0029850746268656717	0.0005888747961587244
317	11	22645	30	0.0024916943521594683	0.00048575844557297417
318	8	23165	30	0.0027548209366391185	0.00034534858622922514
319	13	23168	30	0.004137931034482759	0.0005611187845303867
320	3	23563	30	0.0016750418760469012	0.00012731825319356617
321	13	23628	30	0.003795066413662239	0.0005501946842728965
322	8	23859	30	0.00267379679144385	0.00033530323986755525
323	6	23738	30	0.0026595744680851063	0.0002527592889038672
324	10	23745	30	0.002824858757062147	0.0004211412929037692
325	8	23897	30	0.002012072434607646	0.00033477005481859646
326	11	23583	30	0.00202020202020202	0.00046643768816520374
327	7	24062	30	0.00267379679144385	0.0002909151358989278
328	8	24126	30	0.002421307506053269	0.0003315924728508663
329	9	24041	30	0.0026041666666666665	0.0003743604675346283
330	12	24099	30	0.0024193548387096775	0.0004979459728619445
331	9	23452	30	0.0037243947858473	0.0003837625788845301
332	11	24387	30	0.001763668430335097	0.0004510599909788002
333	13	24308	30	0.002638522427440633	0.0005348033569195327
334	8	24358	30	0.005361930294906166	0.00032843418999917894
335	5	24403	30	0.0013869625520110957	0.00020489284104413392
336	8	24394	30	0.002840909090909091	0.00032794949577765023
337	11	23982	30	0.0027247956403269754	0.0004586773413393378
338	15	23888	30	0.0030627871362940277	0.0006279303415941058
339	13	22309	30	0.002898550724637681	0.0005827244609798736
340	8	23165	30	0.0014534883720930232	0.00034534858622922514
341	12	22647	30	0.0032626427406199023	0.0005298715061597563
342	20	21937	30	0.004424778761061947	0.0009117016912066372
343	12	22740	30	0.0028735632183908046	0.0005277044854881266
344	22	21791	30	0.0045045045045045045	0.0010095911155981827
345	13	22634	30	0.0041841004184100415	0.0005743571617919944
346	11	22299	30	0.0028169014084507044	0.0004932956634826674
347	18	22191	30	0.0045045045045045045	0.00081113965120995
348	6	21030	30	0.0030303030303030303	0.0002853067047075606
349	7	21057	30	0.004576659038901602	0.00033243102056323314
350	7	20917	30	0.0017152658662092624	0.00033465602141798535
351	6	20813	30	0.002	0.00028828136260990726
352	10	20224	30	0.0028368794326241137	0.0004944620253164557
353	12	20943	30	0.003067484662576687	0.0005729838132072769
354	8	20848	30	0.0035087719298245615	0.0003837298541826554
355	9	20954	30	0.00234192037470726	0.0004295122649613439
356	5	21323	30	0.002306805074971165	0.00023448858040613421
357	15	18296	24	0.0026845637583892616	0.000819851333624836
358	10	21286	30	0.002932551319648094	0.000469792351780513
359	3	21327	30	0.002183406113537118	0.00014066676044450696
360	9	21109	30	0.003257328990228013	0.00042635842531621584
361	7	20579	30	0.001652892561983471	0.00034015258272996745
362	10	20794	30	0.002109704641350211	0.00048090795421756275
363	10	20304	30	0.006211180124223602	0.0004925137903861308
364	10	20200	30	0.0019342359767891683	0.0004950495049504951
365	10	20067	30	0.001932367149758454	0.0004983305925150745
366	11	19150	30	0.007334963325183374	0.0005744125326370757
367	9	17962	30	0.0027397260273972603	0.0005010577886649594
368	31	17434	30	0.03643724696356275	0.001778134679362166
369	9	17958	30	0.0025188916876574307	0.0005011693952555964
370	6	17253	30	0.0030581039755351682	0.0003477656059815684
371	1	17058	30	0.0010964912280701754	5.862351975612616e-05
372	23	15872	30	0.004634994206257242	0.0014490927419354839
373	9	15620	30	0.003738317757009346	0.0005761843790012804
374	13	14661	30	0.00510204081632653	0.0008867062274060432
375	14	14455	30	0.0061823802163833074	0.0009685230024213075
376	25	12500	30	0.0073937153419593345	0.002
377	16	12857	30	0.0057306590257879654	0.001244458271758575
378	18	12450	30	0.007462686567164179	0.0014457831325301205
379	42	12226	30	0.010014306151645207	0.0034353018158023883
380	53	11670	30	0.02531645569620253	0.004541559554413025
381	2	9980	30	0.007751937984496124	0.0002004008016032064
382	2	9360	30	0.0078125	0.00021367521367521368
383	13	8753	30	0.0076045627376425855	0.0014852050725465554
384	2	8770	30	0.003289473684210526	0.00022805017103762827
385	16	8584	30	0.026525198938992044	0.001863932898415657
386	2	8707	30	0.003436426116838488	0.00022970024118525325
387	1	7996	29	0.002777777777777778	0.0001250625312656328
388	4	7418	29	0.004219409282700422	0.0005392289026691831
389	5	7219	29	0.004166666666666667	0.0006926167059149467
390	4	6690	29	0.005319148936170213	0.0005979073243647235
391	4	6417	29	0.004201680672268907	0.0006233442418575658
392	1	5999	27	0.005494505494505495	0.0001666944490748458
393	3	5797	26	0.0055248618784530384	0.0005175090564084871
394	8	5825	26	0.01015228426395939	0.0013733905579399143
395	3	5751	26	0.006211180124223602	0.0005216484089723526
396	6	5634	26	0.011049723756906077	0.0010649627263045794
397	5	5430	26	0.009302325581395349	0.0009208103130755065
398	5	5268	25	0.009523809523809525	0.0009491268033409263
399	6	5277	25	0.011235955056179775	0.0011370096645821489
400	4	5276	25	0.00980392156862745	0.000758150113722517
401	2	5260	25	0.00980392156862745	0.00038022813688212925
402	2	5076	24	0.0035335689045936395	0.0003940110323089047
403	7	5100	25	0.009900990099009901	0.0013725490196078432
404	6	5126	25	0.007246376811594203	0.0011705033164260631
405	3	5021	24	0.00980392156862745	0.0005974905397331209
406	4	5168	25	0.004672897196261682	0.0007739938080495357
407	4	4991	24	0.007462686567164179	0.0008014425966740132
408	7	4954	24	0.014705882352941176	0.0014129995962858296
409	4	4854	24	0.011363636363636364	0.0008240626287597857
410	3	4706	23	0.007751937984496124	0.0006374840628984276
411	1	4531	22	0.0078125	0.00022070183182520416
412	2	4528	22	0.007575757575757576	0.00044169611307420494
413	1	4483	22	0.0025380710659898475	0.00022306491188935982
414	2	4302	22	0.006756756756756757	0.00046490004649000463
415	0	4439	22	0.0	0.0
416	0	4611	22	0.0	0.0
417	3	5152	25	0.005813953488372093	0.0005822981366459627
418	2	4966	23	0.0056179775280898875	0.0004027386226339106
419	5	4747	22	0.010869565217391304	0.0010532968190436064
420	3	5703	27	0.006224066390041493	0.0005260389268805891
421	3	5952	27	0.00546448087431694	0.0005040322580645161
422	3	5983	27	0.004672897196261682	0.0005014206919605549
423	5	5980	27	0.006060606060606061	0.0008361204013377926
424	4	5977	27	0.006211180124223602	0.0006692320562154927
425	1	6008	27	0.00909090909090909	0.00016644474034620507
426	2	6113	28	0.009900990099009901	0.0003271716015049894
427	2	6179	28	0.00909090909090909	0.0003236769703835572
428	1	5876	27	0.004830917874396135	0.00017018379850238256
429	3	5791	26	0.004761904761904762	0.0005180452426178552
430	5	5594	26	0.012658227848101266	0.000893814801573114
431	1	5312	24	0.006711409395973154	0.00018825301204819278
432	0	4332	22	0.0	0.0
433	2	5451	25	0.005917159763313609	0.000366905155017428
434	1	5229	23	0.0019801980198019802	0.00019124115509657678
435	0	5352	24	0.0	0.0
436	1	5584	25	0.005291005291005291	0.00017908309455587392
437	1	5593	25	0.0055248618784530384	0.00017879492222420883
438	3	5705	26	0.007142857142857143	0.0005258545135845749
439	1	5464	24	0.001968503937007874	0.00018301610541727673
440	4	5339	23	0.004830917874396135	0.0007492039707810451
441	1	5877	26	0.003125	0.00017015484090522376
442	2	5891	26	0.0031746031746031746	0.00033950093362756747
443	2	5918	26	0.009345794392523364	0.0003379520108144643
444	3	6001	27	0.009615384615384616	0.0004999166805532411
445	0	5899	26	0.0	0.0
446	1	5485	24	0.00510204081632653	0.00018231540565177758
447	1	5710	25	0.006097560975609756	0.00017513134851138354
448	1	5931	27	0.002421307506053269	0.0001686056314280897
449	1	5958	27	0.0019193857965451055	0.00016784155756965425
450	3	5822	26	0.006097560975609756	0.0005152868430092751
451	4	5950	27	0.00558659217877095	0.0006722689075630252
452	2	6077	27	0.009433962264150943	0.0003291097581043278
453	3	6087	27	0.011834319526627219	0.0004928536224741252
454	2	6075	27	0.009174311926605505	0.0003292181069958848
455	2	5779	26	0.004761904761904762	0.0003460806367883717
456	71	5831	26	0.1725	0.012176299091064997
457	2	5771	26	0.0045871559633027525	0.00034656038814763474
458	2	5360	24	0.004694835680751174	0.00037313432835820896
459	3	5378	24	0.006369426751592357	0.0005578281889178133
460	7	5007	23	0.006211180124223602	0.0013980427401637707
461	5	5298	24	0.0051813471502590676	0.0009437523593808985
462	2	5250	24	0.009174311926605505	0.00038095238095238096
463	1	4977	23	0.0044444444444444444	0.00020092425155716296
464	3	4043	22	0.006622516556291391	0.0007420232500618352
465	1	4970	23	0.004739336492890996	0.00020120724346076458
466	3	4655	22	0.003952569169960474	0.0006444683136412459
467	4	5107	24	0.005917159763313609	0.0007832386919913843
468	2	5003	23	0.004201680672268907	0.0003997601439136518
469	1	5063	24	0.00980392156862745	0.00019751135690302193
470	0	4876	23	0.0	0.0
471	2	4828	23	0.006134969325153374	0.00041425020712510354
472	1	4774	23	0.0022123893805309734	0.00020946795140343527
473	2	4981	23	0.006756756756756757	0.0004015257980325236
474	3	4878	23	0.008064516129032258	0.0006150061500615006
475	0	4630	22	0.0	0.0
476	1	5142	24	0.007633587786259542	0.00019447685725398678
477	0	5046	24	0.0	0.0
478	2	5056	23	0.005050505050505051	0.00039556962025316455
479	1	4976	23	0.0051813471502590676	0.00020096463022508038
480	3	4835	23	0.009708737864077669	0.0006204756980351603
481	3	5020	23	0.005128205128205128	0.000597609561752988
482	3	4857	23	0.004694835680751174	0.0006176652254478073
483	1	5307	25	0.004366812227074236	0.0001884303749764462
484	4	5130	24	0.004329004329004329	0.0007797270955165692
485	1	4988	24	0.004651162790697674	0.00020048115477145148
486	2	5101	24	0.009523809523809525	0.00039207998431680063
487	3	5157	24	0.01020408163265306	0.0005817335660267597
488	2	5104	24	0.00558659217877095	0.00039184952978056425
489	7	5053	24	0.011428571428571429	0.001385315654066891
490	1	4729	22	0.00558659217877095	0.00021146119687037428
491	1	5142	24	0.004291845493562232	0.00019447685725398678
492	6	4863	23	0.0058823529411764705	0.0012338062924120913
493	1	3891	21	0.005319148936170213	0.00025700334104343357
494	3	5400	25	0.005780346820809248	0.0005555555555555556
495	2	5334	25	0.005025125628140704	0.0003749531308586427
496	1	5360	25	0.005	0.00018656716417910448
497	1	5201	24	0.009708737864077669	0.00019227071716977504
498	3	5392	25	0.01092896174863388	0.000556379821958457
