tissue	pos	primary	shifted
lcl	288	2238.4	2234.1
lcl	289	2227.133333333333	2228.3
lcl	290	2147.366666666667	2154.366666666667
lcl	291	2105.0333333333333	2116.9333333333334
lcl	292	2102.5	2121.633333333333
lcl	293	1946.1	1979.5333333333333
lcl	294	1943.9333333333334	1988.3
lcl	295	1856.5333333333333	1937.0333333333333
lcl	296	1803.9	1893.9
lcl	297	1786.4333333333334	1890.9666666666667
lcl	298	1803.2333333333333	1934.9666666666667
lcl	299	1801.3333333333333	1938.9
lcl	300	1821.3333333333333	1974.5
lcl	301	1836.1	1990.1666666666667
lcl	302	1862.0333333333333	2017.4
lcl	303	2177.5	2194.1
lcl	304	2114.866666666667	2137.233333333333
lcl	305	2218.0666666666666	2237.4
lcl	306	2349.133333333333	2363.9
lcl	307	2329.9666666666667	2348.6
lcl	308	2306.1666666666665	2315.5
lcl	309	2283.5666666666666	2288.5333333333333
lcl	310	2152.2	2203.5333333333333
lcl	311	2252.366666666667	2298.9333333333334
lcl	312	2307.9666666666667	2353.733333333333
lcl	313	2331.0333333333333	2375.7
lcl	314	2301.3	2341.8
lcl	315	2269.9	2310.8333333333335
lcl	316	1987.7	2137.5666666666666
lcl	317	2002.0333333333333	2149.6666666666665
lcl	318	2003.9333333333334	2151.1
lcl	319	2007.0	2153.5333333333333
lcl	320	2014.7	2152.3333333333335
lcl	321	2023.1333333333334	2154.7
lcl	322	2032.0666666666666	2157.5333333333333
lcl	323	2035.1333333333334	2147.1
lcl	324	2028.9333333333334	2127.8
lcl	325	2021.5666666666666	2108.6
lcl	326	2002.3666666666666	2077.3333333333335
lcl	327	1984.8666666666666	2054.233333333333
lcl	328	1953.6333333333334	2014.4
lcl	329	1929.4	1979.4333333333334
lcl	330	1913.4333333333334	1959.7333333333333
lcl	331	1894.8	1932.6
lcl	332	1882.7333333333333	1912.6
lcl	333	1834.5666666666666	1851.6333333333334
lcl	334	1757.1666666666667	1760.2333333333333
lcl	335	1673.9	1663.0333333333333
lcl	336	1645.1	1629.2
lcl	337	1633.8	1616.7
lcl	338	1613.2	1593.7333333333333
lcl	339	1567.4333333333334	1546.4666666666667
lcl	340	1558.2666666666667	1536.5
lcl	341	1545.9666666666667	1524.7666666666667
lcl	342	1537.0333333333333	1515.6
lcl	343	1533.0	1510.9333333333334
lcl	344	1520.0	1497.7
lcl	345	1514.4333333333334	1490.8
lcl	346	1503.2	1479.6
lcl	347	1496.6333333333334	1472.7666666666667
lcl	348	1406.0333333333333	1383.9666666666667
lcl	349	1402.1	1379.6
lcl	350	1397.2	1374.7333333333333
lcl	351	1395.0	1372.8666666666666
lcl	352	1393.6	1371.2666666666667
lcl	353	1396.1333333333334	1373.3666666666666
lcl	354	1388.4666666666667	1370.8
lcl	355	1391.2666666666667	1373.6333333333334
lcl	356	1405.1	1386.0
lcl	357	1398.2666666666667	1380.6333333333334
lcl	358	1403.7333333333333	1385.6333333333334
lcl	359	1403.7	1385.6333333333334
lcl	360	1395.8	1376.2
lcl	361	1378.8	1359.3666666666666
lcl	362	1376.8333333333333	1357.4
lcl	363	1344.7333333333333	1326.3666666666666
lcl	364	1340.1	1322.2
lcl	365	1333.3	1313.8666666666666
lcl	366	1283.2	1263.5333333333333
lcl	367	1175.6333333333334	1157.6333333333334
lcl	368	1172.7333333333333	1155.2
lcl	369	1171.9	1151.2333333333333
lcl	370	1116.0666666666666	1095.5666666666666
lcl	371	1098.7666666666667	1077.7
lcl	372	1016.5666666666667	996.0
lcl	373	994.0	974.2666666666667
lcl	374	938.9	920.0
lcl	375	919.3	901.2333333333333
lcl	376	786.6333333333333	770.4666666666667
lcl	377	766.4	750.4
lcl	378	746.1333333333333	731.0333333333333
lcl	379	736.1666666666666	721.3666666666667
lcl	380	699.0666666666667	685.2
lcl	381	484.3333333333333	476.8666666666667
lcl	382	448.9	443.06666666666666
lcl	383	416.4	411.03333333333336
lcl	384	416.56666666666666	411.1
lcl	385	414.1333333333333	409.3333333333333
lcl	386	410.6666666666667	406.0
lcl	387	352.46666666666664	348.8
lcl	388	317.1333333333333	314.03333333333336
lcl	389	306.6666666666667	303.73333333333335
lcl	390	283.03333333333336	280.46666666666664
lcl	391	266.8	264.1666666666667
lcl	392	252.16666666666666	249.66666666666666
lcl	393	247.63333333333333	245.4
lcl	394	247.43333333333334	245.33333333333334
lcl	395	243.06666666666666	240.93333333333334
lcl	396	237.96666666666667	236.3
lcl	397	228.26666666666668	226.83333333333334
lcl	398	224.4	223.1
lcl	399	225.2	223.96666666666667
lcl	400	223.96666666666667	222.8
lcl	401	223.4	222.3
lcl	402	219.4	218.43333333333334
lcl	403	215.46666666666667	214.63333333333333
lcl	404	215.63333333333333	214.86666666666667
lcl	405	216.2	215.63333333333333
lcl	406	217.66666666666666	217.23333333333332
lcl	407	212.63333333333333	212.3
lcl	408	210.23333333333332	209.9
lcl	409	208.66666666666666	208.26666666666668
lcl	410	208.46666666666667	208.06666666666666
lcl	411	204.73333333333332	204.4
lcl	412	205.8	205.5
lcl	413	203.2	202.7
lcl	414	200.66666666666666	200.13333333333333
lcl	415	200.93333333333334	200.4
lcl	416	209.13333333333333	208.66666666666666
lcl	417	221.6	221.16666666666666
lcl	418	223.53333333333333	223.1
lcl	419	224.3	224.03333333333333
lcl	420	239.33333333333334	239.0
lcl	421	250.26666666666668	250.0
lcl	422	250.43333333333334	250.26666666666668
lcl	423	250.4	250.23333333333332
lcl	424	251.23333333333332	251.1
lcl	425	254.76666666666668	254.63333333333333
lcl	426	257.3666666666667	257.23333333333335
lcl	427	261.4	261.23333333333335
lcl	428	255.8	256.1333333333333
lcl	429	257.6666666666667	257.7
lcl	430	256.5	256.96666666666664
lcl	431	249.16666666666666	249.8
lcl	432	244.4	246.5
lcl	433	241.96666666666667	244.43333333333334
lcl	434	237.9	243.56666666666666
lcl	435	239.36666666666667	245.66666666666666
lcl	436	245.23333333333332	251.43333333333334
lcl	437	246.23333333333332	252.3
lcl	438	246.63333333333333	252.7
lcl	439	246.7	252.4
lcl	440	247.16666666666666	250.36666666666667
lcl	441	256.8333333333333	258.73333333333335
lcl	442	259.9	261.53333333333336
lcl	443	261.1666666666667	262.96666666666664
lcl	444	260.73333333333335	260.8333333333333
lcl	445	259.3333333333333	259.43333333333334
lcl	446	253.3	254.06666666666666
lcl	447	251.06666666666666	252.03333333333333
lcl	448	252.83333333333334	254.33333333333334
lcl	449	254.5	256.03333333333336
lcl	450	253.13333333333333	254.76666666666668
lcl	451	256.2	258.0
lcl	452	260.03333333333336	261.1666666666667
lcl	453	261.76666666666665	263.1
lcl	454	264.26666666666665	265.73333333333335
lcl	455	263.3	264.4
lcl	456	257.8333333333333	259.1666666666667
lcl	457	255.33333333333334	256.96666666666664
lcl	458	246.93333333333334	248.86666666666667
lcl	459	248.26666666666668	249.76666666666668
lcl	460	247.03333333333333	249.33333333333334
lcl	461	244.36666666666667	246.63333333333333
lcl	462	238.43333333333334	240.66666666666666
lcl	463	236.06666666666666	238.06666666666666
lcl	464	233.5	235.23333333333332
lcl	465	233.83333333333334	234.73333333333332
lcl	466	233.2	234.46666666666667
lcl	467	234.0	235.2
lcl	468	233.9	235.2
lcl	469	232.86666666666667	234.23333333333332
lcl	470	233.66666666666666	235.0
lcl	471	236.96666666666667	238.1
lcl	472	240.16666666666666	241.2
lcl	473	242.73333333333332	243.16666666666666
lcl	474	244.1	244.7
lcl	475	245.16666666666666	245.83333333333334
lcl	476	246.86666666666667	247.23333333333332
lcl	477	247.2	247.73333333333332
lcl	478	252.13333333333333	252.63333333333333
lcl	479	251.46666666666667	252.03333333333333
lcl	480	252.0	252.3
lcl	481	252.33333333333334	252.13333333333333
lcl	482	253.7	253.46666666666667
lcl	483	260.6333333333333	260.46666666666664
lcl	484	260.73333333333335	260.6
lcl	485	259.3666666666667	259.3
lcl	486	260.2	260.1666666666667
lcl	487	266.43333333333334	266.3666666666667
lcl	488	270.6666666666667	270.76666666666665
lcl	489	281.6666666666667	281.8333333333333
lcl	490	293.03333333333336	293.26666666666665
lcl	491	289.1333333333333	289.56666666666666
lcl	492	280.1	281.2
lcl	493	276.3666666666667	277.46666666666664
lcl	494	279.9	281.2
lcl	495	270.1666666666667	273.46666666666664
lcl	496	261.3	265.0
lcl	497	259.5	263.4
lcl	498	260.03333333333336	264.26666666666665
lcl	499	258.6333333333333	262.9
lcl	500	255.23333333333332	259.6666666666667
lcl	501	253.63333333333333	257.5
lcl	502	248.76666666666668	252.33333333333334
lcl	503	248.03333333333333	250.76666666666668
lcl	504	246.9	249.26666666666668
lcl	505	246.03333333333333	248.46666666666667
lcl	506	244.76666666666668	246.2
lcl	507	241.43333333333334	242.73333333333332
lcl	508	241.4	242.66666666666666
lcl	509	241.23333333333332	242.56666666666666
lcl	510	238.4	242.63333333333333
lcl	511	233.5	237.8
lcl	512	227.9	232.33333333333334
lcl	513	225.13333333333333	229.73333333333332
lcl	514	189.7	193.86666666666667
lcl	515	184.26666666666668	188.86666666666667
lcl	516	212.06666666666666	214.5
lcl	517	202.66666666666666	206.76666666666668
lcl	518	202.06666666666666	206.43333333333334
lcl	519	201.0	205.66666666666666
lcl	520	200.53333333333333	205.16666666666666
lcl	521	198.7	203.8
lcl	522	196.56666666666666	201.56666666666666
lcl	523	188.73333333333332	194.0
lcl	524	186.4	191.5
lcl	525	182.76666666666668	188.06666666666666
lcl	526	180.2	184.8
lcl	527	178.06666666666666	179.93333333333334
lcl	528	174.86666666666667	176.43333333333334
lcl	529	173.7	175.26666666666668
lcl	530	169.43333333333334	170.13333333333333
lcl	531	167.33333333333334	167.73333333333332
lcl	532	166.36666666666667	166.53333333333333
lcl	533	164.83333333333334	164.93333333333334
lcl	534	163.66666666666666	163.73333333333332
lcl	535	160.0	160.5
lcl	536	157.86666666666667	158.33333333333334
lcl	537	155.76666666666668	156.23333333333332
lcl	538	152.53333333333333	152.9
lcl	539	150.5	150.9
lcl	540	149.33333333333334	149.66666666666666
lcl	541	148.9	149.23333333333332
lcl	542	147.96666666666667	149.33333333333334
lcl	543	148.1	149.36666666666667
lcl	544	147.7	148.9
lcl	545	144.1	145.06666666666666
lcl	546	135.8	136.9
lcl	547	131.4	132.5
lcl	548	129.53333333333333	130.16666666666666
lcl	549	122.23333333333333	123.0
lcl	550	121.66666666666667	122.4
lcl	551	121.26666666666667	121.96666666666667
lcl	552	121.43333333333334	122.16666666666667
lcl	553	113.16666666666667	114.33333333333333
lcl	554	111.9	113.0
lcl	555	111.53333333333333	112.5
lcl	556	109.6	110.5
lcl	557	108.4	109.23333333333333
lcl	558	97.63333333333334	98.6
lcl	559	96.43333333333334	97.4
lcl	560	94.8	95.63333333333334
lcl	561	93.46666666666667	94.26666666666667
lcl	562	90.33333333333333	91.13333333333334
lcl	563	86.83333333333333	87.43333333333334
lcl	564	76.93333333333334	77.53333333333333
lcl	565	54.766666666666666	55.733333333333334
lcl	566	55.833333333333336	56.8
lcl	567	53.0	55.53333333333333
lcl	568	69.33333333333333	71.26666666666667
lcl	569	66.3	69.46666666666667
lcl	570	67.23333333333333	70.5
lcl	571	77.4	80.66666666666667
lcl	572	107.93333333333334	111.16666666666667
lcl	573	219.76666666666668	222.56666666666666
lcl	574	219.93333333333334	222.36666666666667
lcl	575	228.9	231.2
lcl	576	272.06666666666666	273.93333333333334
lcl	577	468.3666666666667	468.96666666666664
lcl	578	481.96666666666664	482.1333333333333
lcl	579	491.3666666666667	491.46666666666664
lcl	580	511.3666666666667	511.46666666666664
lcl	581	562.5666666666667	562.5666666666667
lcl	582	594.8666666666667	595.5333333333333
lcl	583	643.4	644.0666666666667
lcl	584	651.2	651.9
lcl	585	678.5666666666667	679.2666666666667
lcl	586	709.3333333333334	710.0666666666667
lcl	587	800.5	801.2666666666667
lcl	588	804.5	805.2666666666667
lcl	589	808.6333333333333	809.3666666666667
lcl	590	811.6333333333333	812.4333333333333
lcl	591	825.2	826.0333333333333
lcl	592	832.0666666666667	832.7666666666667
lcl	593	832.3333333333334	832.9666666666667
lcl	594	843.7666666666667	844.4333333333333
lcl	595	863.3333333333334	863.8
lcl	596	865.4	865.8666666666667
lcl	597	877.1666666666666	877.4333333333333
lcl	598	880.2666666666667	880.5
lcl	599	902.0	902.1
lcl	600	902.8	902.8333333333334
lcl	601	912.4333333333333	912.2
lcl	602	913.8333333333334	913.5666666666667
lcl	603	927.2333333333333	926.8
lcl	604	934.4	934.0333333333333
lcl	605	935.3666666666667	934.9333333333333
lcl	606	935.8333333333334	935.4666666666667
lcl	607	939.3666666666667	939.0
lcl	608	940.9666666666667	941.0333333333333
lcl	609	948.9666666666667	948.8333333333334
lcl	610	957.7	957.6666666666666
lcl	611	997.5666666666667	997.4666666666667
lcl	612	1024.0333333333333	1023.8333333333334
lcl	613	1036.6	1036.4
lcl	614	1043.1333333333334	1042.9666666666667
lcl	615	1045.3	1044.8333333333333
lcl	616	1047.6666666666667	1047.2333333333333
lcl	617	1099.4333333333334	1098.6
lcl	618	1113.7666666666667	1112.9333333333334
lcl	619	1124.8666666666666	1124.0333333333333
lcl	620	1142.2666666666667	1141.4
lcl	621	1147.9333333333334	1147.1333333333334
lcl	622	1157.5333333333333	1156.8666666666666
lcl	623	1159.8	1159.2333333333333
lcl	624	1188.1333333333334	1187.5666666666666
lcl	625	1200.8666666666666	1200.6333333333334
lcl	626	1222.2	1222.0333333333333
lcl	627	1255.8333333333333	1255.7
lcl	628	1284.7666666666667	1284.5333333333333
lcl	629	1289.0666666666666	1288.8333333333333
lcl	630	1297.9666666666667	1297.7333333333333
lcl	631	1303.2666666666667	1303.0333333333333
lcl	632	1324.8666666666666	1324.4666666666667
lcl	633	1342.2333333333333	1342.5333333333333
lcl	634	1364.2	1364.5666666666666
lcl	635	1393.7666666666667	1394.6
lcl	636	1399.4	1400.1666666666667
lcl	637	1404.8333333333333	1405.4
lcl	638	1413.3666666666666	1414.6
lcl	639	1425.0333333333333	1426.1333333333334
lcl	640	1436.5	1437.5333333333333
lcl	641	1453.0666666666666	1453.9666666666667
lcl	642	1451.3	1452.1
lcl	643	1471.4333333333334	1472.2666666666667
lcl	644	1477.3666666666666	1478.3666666666666
lcl	645	1484.0333333333333	1485.0666666666666
lcl	646	1487.0333333333333	1488.1
lcl	647	1473.6333333333334	1474.1666666666667
lcl	648	1402.0666666666666	1402.6666666666667
lcl	649	1382.6333333333334	1383.1333333333334
lcl	650	1399.1	1399.7
lcl	651	1387.2333333333333	1387.8
lcl	652	1232.7	1233.5333333333333
lcl	653	1235.6666666666667	1237.2333333333333
lcl	654	1235.1333333333334	1236.6
lcl	655	1228.0666666666666	1229.5333333333333
lcl	656	1198.6	1200.2666666666667
lcl	657	1166.5666666666666	1168.2333333333333
lcl	658	1144.4333333333334	1146.1333333333334
lcl	659	1150.0333333333333	1151.7
lcl	660	1446.2	1447.0333333333333
lcl	661	1733.0	1731.3333333333333
lcl	662	1836.2333333333333	1834.1666666666667
lcl	663	1993.1333333333334	1990.8333333333333
lcl	664	2064.1	2061.866666666667
lcl	665	2205.5333333333333	2203.233333333333
lcl	666	2728.4666666666667	2725.5666666666666
lcl	667	3104.766666666667	3101.1666666666665
lcl	668	3161.2	3157.4333333333334
lcl	669	3178.1	3174.3333333333335
lcl	670	3250.5	3246.4
lcl	671	3254.7	3250.733333333333
lcl	672	3474.9	3470.633333333333
lcl	673	3585.633333333333	3581.233333333333
lcl	674	3597.9	3593.4333333333334
lcl	675	3606.733333333333	3602.266666666667
lcl	676	3644.633333333333	3640.3
lcl	677	3815.633333333333	3810.6666666666665
lcl	678	3895.0333333333333	3889.9
lcl	679	3960.9	3955.6666666666665
